1,1,0.28
1,2,0.22
1,3,0.25
1,4,0.21
1,5,0.28
1,6,0.13
1,7,0.07
1,8,0.16
1,9,0.15
1,10,0.14
1,11,0.08
1,12,0.13
1,13,0.17
1,14,0.02
1,15,0.09
1,16,0.44
1,17,0.44
1,18,0.47
1,19,0.44
1,20,0.41
1,21,0.5
1,22,0.41
1,23,0.44
1,24,0.46
1,25,0.5
1,26,0.48
1,27,0.4
1,28,0.49
1,29,0.4
1,30,0.45
1,31,0.44
1,32,0.43
1,33,0.41
1,34,0.44
1,35,0.41
1,36,0.46
1,37,0.46
1,38,0.49
1,39,0.44
1,40,0.5
1,41,0.41
1,42,0.48
1,43,0.46
1,44,0.41
1,45,0.5
1,46,0.42
1,47,0.5
1,48,0.45
1,49,0.48
1,50,0.41
1,51,0.41
1,52,0.47
1,53,0.4
1,54,0.43
1,55,0.5
1,56,0.41
1,57,0.45
1,58,0.46
1,59,0.47
1,60,0.46
1,61,0.46
1,62,0.46
1,63,0.44
1,64,0.42
1,65,0.49
1,66,0.41
1,67,0.42
1,68,0.42
1,69,0.49
1,70,0.43
1,71,0.45
1,72,0.45
1,73,0.4
1,74,0.49
1,75,0.46
1,76,0.44
1,77,0.5
1,78,0.45
1,79,0.43
1,80,0.47
1,81,0.43
1,82,0.43
1,83,0.41
1,84,0.42
1,85,0.49
1,86,0.48
1,87,0.4
1,88,0.45
1,89,0.43
1,90,0.36
1,91,0.38
1,92,0.38
1,93,0.35
1,94,0.33
1,95,0.42
1,96,0.37
1,97,0.28
1,98,0.32
1,99,0.33
1,100,0.38
1,101,0.32
1,102,0.42
1,103,0.42
1,104,0.47
1,105,0.49
1,106,0.29
1,107,0.48
1,108,0.40
1,109,0.48
1,110,0.41
1,111,0.44
1,112,0.43
1,113,0.35
1,114,0.28
1,115,0.25
1,116,0.35
1,117,0.43
1,118,0.38
1,119,0.28
1,120,0.34
1,121,0.25
1,122,0.45
1,123,0.41
1,124,0.27
1,125,0.31
1,126,0.37
1,127,0.42
1,128,0.28
1,129,0.27
1,130,0.33
1,131,0.47
1,132,0.45
1,133,0.40
1,134,0.50
1,135,0.48
1,136,0.28
1,137,0.26
1,138,0.42
1,139,0.27
1,140,0.26
1,141,0.40
1,142,0.43
1,143,0.48
1,144,0.37
1,145,0.25
1,146,0.46
1,147,0.32
1,148,0.30
1,149,0.27
1,150,0.37
1,151,0.40
1,152,0.28
1,153,0.48
1,154,0.37
1,155,0.42
1,156,0.47
1,157,0.37
1,158,0.40
1,159,0.26
1,160,0.46
1,161,0.40
1,162,0.47
1,163,0.37
1,164,0.43
1,165,0.41
1,166,0.28
1,167,0.36
1,168,0.28
1,169,0.37
1,170,0.25
1,171,0.29
1,172,0.45
1,173,0.42
1,174,0.48
1,175,0.48
1,176,0.37
1,177,0.30
1,178,0.50
1,179,0.32
1,180,0.47
1,181,0.48
1,182,0.28
1,183,0.37
1,184,0.32
1,185,0.47
1,186,0.41
1,187,0.46
1,188,0.37
1,189,0.26
1,190,0.26
1,191,0.44
1,192,0.49
1,193,0.47
1,194,0.39
1,195,0.47
1,196,0.46
1,197,0.38
1,198,0.40
1,199,0.48
1,200,0.48
1,201,0.48
1,202,0.26
1,203,0.33
1,204,0.41
1,205,0.42
1,206,0.40
1,207,0.28
1,208,0.27
1,209,0.30
1,210,0.37
1,211,0.27
1,212,0.35
1,213,0.36
1,214,0.50
1,215,0.36
1,216,0.40
1,217,0.32
1,218,0.27
1,219,0.33
1,220,0.49
1,221,0.41
1,222,0.36
1,223,0.31
1,224,0.41
1,225,0.38
1,226,0.39
1,227,0.36
1,228,0.43
1,229,0.46
1,230,0.44
1,231,0.28
1,232,0.28
1,233,0.47
1,234,0.47
1,235,0.37
1,236,0.39
1,237,0.47
1,238,0.41
1,239,0.32
1,240,0.34
1,241,0.46
1,242,0.27
1,243,0.36
1,244,0.50
1,245,0.40
1,246,0.43
1,247,0.49
1,248,0.29
1,249,0.42
1,250,0.27
1,251,0.43
1,252,0.46
1,253,0.49
1,254,0.47
1,255,0.45
1,256,0.38
1,257,0.50
1,258,0.42
1,259,0.28
1,260,0.37
1,261,0.36
1,262,0.41
1,263,0.44
1,264,0.48
1,265,0.26
1,266,0.49
1,267,0.41
1,268,0.34
1,269,0.35
1,270,0.27
1,271,0.39
1,272,0.30
1,273,0.40
1,274,0.36
1,275,0.46
1,276,0.32
1,277,0.31
1,278,0.30
1,279,0.34
1,280,0.35
1,281,0.30
1,282,0.31
1,283,0.29
1,284,0.47
1,285,0.36
1,286,0.45
1,287,0.49
1,288,0.47
1,289,0.30
1,290,0.36
1,291,0.29
1,292,0.49
1,293,0.37
1,294,0.34
1,295,0.32
1,296,0.29
1,297,0.40
1,298,0.46
1,299,0.44
1,300,0.30
1,301,0.42
1,302,0.32
1,303,0.41
1,304,0.49
1,305,0.42
1,306,0.49
1,307,0.25
1,308,0.31
1,309,0.35
1,310,0.42
1,311,0.27
1,312,0.29
1,313,0.35
1,314,0.43
1,315,0.37
1,316,0.32
1,317,0.43
1,318,0.29
1,319,0.40
1,320,0.38
1,321,0.26
1,322,0.34
1,323,0.26
1,324,0.48
1,325,0.45
1,326,0.47
1,327,0.37
1,328,0.34
1,329,0.30
1,330,0.28
1,331,0.37
1,332,0.41
1,333,0.43
1,334,0.46
1,335,0.45
1,336,0.44
1,337,0.28
1,338,0.41
1,339,0.37
1,340,0.41
1,341,0.43
1,342,0.26
1,343,0.49
1,344,0.27
1,345,0.46
1,346,0.28
1,347,0.49
1,348,0.35
1,349,0.47
1,350,0.47
1,351,0.39
1,352,0.46
1,353,0.43
1,354,0.30
1,355,0.42
1,356,0.39
1,357,0.26
1,358,0.45
1,359,0.42
1,360,0.36
1,361,0.41
1,362,0.30
1,363,0.49
1,364,0.46
1,365,0.36
1,366,0.44
1,367,0.42
1,368,0.38
1,369,0.37
1,370,0.33
1,371,0.47
1,372,0.41
1,373,0.36
1,374,0.31
1,375,0.36
1,376,0.43
1,377,0.41
