1,1,1,1,9,9,0.28,0,0,0
1,1,1,2,9,9,0.22,0,0,0
1,1,1,3,9,9,0.25,2,0,0
1,1,1,4,11,13,0.21,57,0,0
1,1,1,5,11,11,0.28,0,0,0
1,1,1,6,14,9,0.13,0,0,0
1,1,1,7,5,9,0.07,0,0,0
1,1,1,8,13,10,0.16,69,0,0
1,1,1,9,6,9,0.15,29,0,0
1,1,1,10,8,9,0.14,0,0,0
1,1,1,11,8,9,0.08,0,0,0
1,1,2,12,8,9,0.13,0,0,0
1,1,2,13,13,9,0.17,0,0,0
1,1,2,14,6,9,0.02,0,0,0
1,1,2,15,13,9,0.09,56,0,0
1,1,2,16,4,9,0.44,0,0,0
1,1,2,17,10,9,0.44,66,0,0
1,1,2,18,12,12,0.47,0,0,0
1,1,2,19,11,9,0.44,0,0,0
1,1,2,20,12,10,0.41,0,0,0
1,1,2,21,7,9,0.5,0,0,0
1,1,2,22,8,9,0.41,0,0,0
1,2,3,23,10,14,0.44,74,0,0
1,2,3,24,6,9,0.46,0,0,0
1,2,3,25,7,9,0.5,0,0,0
1,2,3,26,11,12,0.48,0,0,0
1,2,3,27,13,13,0.4,0,0,0
1,2,3,28,11,12,0.49,36,0,0
1,2,3,29,4,9,0.4,0,0,0
1,2,3,30,8,9,0.45,78,0,0
1,2,3,31,11,11,0.44,33,0,0
1,2,3,32,9,13,0.43,0,0,0
1,2,3,33,4,9,0.41,0,0,0
1,2,4,34,4,9,0.44,0,0,0
1,2,4,35,5,9,0.41,70,0,0
1,2,4,36,13,14,0.46,0,0,0
1,2,4,37,14,9,0.46,42,0,0
1,2,4,38,6,9,0.49,0,0,0
1,2,4,39,6,9,0.44,0,0,0
1,2,4,40,9,9,0.5,64,0,0
1,2,4,41,13,12,0.41,0,0,0
1,2,4,42,12,10,0.48,0,0,0
1,2,4,43,10,11,0.46,13,0,0
1,2,4,44,9,9,0.41,63,0,0
2,3,5,45,7,9,0.5,0,0,0
2,3,5,46,14,11,0.42,85,0,0
2,3,5,47,5,9,0.5,0,0,0
2,3,5,48,6,9,0.45,0,0,0
2,3,5,49,4,9,0.48,0,0,0
2,3,5,50,4,9,0.41,0,0,0
2,3,5,51,13,10,0.41,0,0,0
2,3,5,52,9,9,0.47,0,0,0
2,3,5,53,7,9,0.4,0,0,0
2,3,5,54,6,9,0.43,0,0,0
2,3,5,55,10,14,0.5,0,0,0
2,3,6,56,8,9,0.41,0,0,0
2,3,6,57,11,12,0.45,0,0,0
2,3,6,58,10,10,0.46,38,0,0
2,3,6,59,5,9,0.47,0,0,0
2,3,6,60,11,14,0.46,0,0,0
2,3,6,61,13,9,0.46,54,0,0
2,3,6,62,4,9,0.46,45,0,0
2,3,6,63,9,9,0.44,0,0,0
2,3,6,64,14,12,0.42,0,0,0
2,3,6,65,8,9,0.49,0,0,0
2,3,6,66,11,13,0.41,0,0,0
2,4,7,67,13,11,0.42,39,0,0
2,4,7,68,7,9,0.42,0,0,0
2,4,7,69,11,13,0.49,0,0,0
2,4,7,70,14,13,0.43,0,0,0
2,4,7,71,7,9,0.45,19,0,0
2,4,7,72,10,11,0.45,0,0,0
2,4,7,73,9,10,0.4,0,0,0
2,4,7,74,5,9,0.49,0,0,0
2,4,7,75,8,9,0.46,84,0,0
2,4,7,76,13,12,0.44,0,0,0
2,4,7,77,9,9,0.5,0,0,0
2,4,8,78,7,9,0.45,0,0,0
2,4,8,79,9,9,0.43,21,0,0
2,4,8,80,4,9,0.47,24,0,0
2,4,8,81,6,9,0.43,0,0,0
2,4,8,82,9,9,0.43,0,0,0
2,4,8,83,4,9,0.41,0,0,0
2,4,8,84,8,9,0.42,0,0,0
2,4,8,85,14,9,0.49,0,0,0
2,4,8,86,4,9,0.48,88,0,0
2,4,8,87,12,11,0.4,5,0,0
2,4,8,88,7,9,0.45,0,0,0
