1,1,1,1,10,9,0,0,0,0,1,2000
1,1,1,2,12,14,0,0,0,0,0,482
1,1,1,3,11,10,0,0,0,0,1,2000
1,1,1,4,9,9,0,0,0,0,0,2000
1,1,1,5,7,9,0,0,0,0,0,2000
1,1,1,6,5,9,0,0,0,0,0,2000
1,1,1,7,10,10,0,0,0,0,0,2000
1,1,1,8,15,12,0,0,0,0,0,746
1,1,1,9,9,9,0,0,0,0,0,1106
1,1,1,10,13,8,0,0,0,0,0,2000
1,1,1,11,11,15,0,0,0,0,2,1252
1,1,1,12,13,9,0,0,0,0,0,2000
1,1,1,13,9,13,0,0,0,0,0,2000
1,1,1,14,14,10,0,0,0,0,0,2000
1,1,1,15,7,15,0,0,0,0,0,2000
1,1,1,16,5,9,0,0,0,0,0,2000
1,1,1,17,8,12,0,0,0,0,0,2000
1,1,2,18,10,14,0,0,0,0,0,2000
1,1,2,19,8,7,0,0,0,0,1,2000
1,1,2,20,12,4,0,0,0,0,0,2000
1,1,2,21,15,4,0,0,0,0,0,1428
1,1,2,22,13,8,0,0,0,0,1,1008
1,1,2,23,14,12,0,0,0,0,0,2000
1,1,2,24,10,9,0,0,0,0,2,2000
1,1,2,25,15,9,0,0,0,0,0,2000
1,1,2,26,6,14,0,0,0,0,0,2000
1,1,2,27,4,7,0,0,0,0,0,755
1,1,2,28,5,11,0,0,0,0,0,2000
1,1,2,29,15,5,0,0,0,0,2,2000
1,1,2,30,9,9,0,0,0,0,0,2000
1,1,2,31,8,5,0,0,0,0,0,2000
1,1,2,32,8,14,0,0,0,0,2,2000
1,1,2,33,8,6,0,0,0,0,0,2000
1,1,2,34,8,7,0,0,0,0,1,2000
